식당명,Date,Map,Rate,사람,수식,식당 분류,주요 메뉴,지역-대분류,지역-소분류
가마솥에푹끓인묵은김치찜 마포점,2024-12-16,https://place.map.kakao.com/728243913,🥄🥄🥄,,서울 마포구 : 공덕,🍚한식,김치찜,서울 마포구,공덕
미가,2024-12-16,https://place.map.kakao.com/16443006,🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,"제육, 파전",서울 마포구,신촌/대흥
홍콩반점0410 대흥역점,2024-12-15,https://place.map.kakao.com/336646124,🥄🥄,,서울 마포구 : 대흥,🍜중식,"자장면, 짬뽕, 탕수육",서울 마포구,대흥
지금식당 마포직영점,2024-12-12,https://place.map.kakao.com/1193512345,🥄🥄🥄,,서울 마포구 : 대흥,🍚한식,솥밥,서울 마포구,대흥
한신우동 서강대점,2024-12-12,https://place.map.kakao.com/1490753915,🥄🥄🥄,,서울 마포구 : 대흥,"🍚한식, 🍣일식","돈까스, 우동",서울 마포구,대흥
샌디 빌리지,2024-12-11,https://place.map.kakao.com/326057387,🥄🥄🥄🥄,,서울 마포구 : 상수,🥗샐러드,"샌드위치, 샐러드",서울 마포구,상수
엄마애밥상,2024-12-10,https://place.map.kakao.com/980558746,🥄🥄,,서울 마포구 : 마포구청,🍚한식,"덮밥, 도시락",서울 마포구,마포구청
한창희천하일면,2024-12-27,https://place.map.kakao.com/670226941,🥄🥄🥄🥄,,서울 마포구 : 대흥,"🍚한식, 🍣일식",고기국수,서울 마포구,대흥
굽네치킨 북아현점,2024-12-09,https://place.map.kakao.com/1526618624,🥄🥄,,서울 서대문구 : 아현,🍗치킨,치킨,서울 서대문구,아현
마포광안리,2024-12-09,https://place.map.kakao.com/364627237,🥄🥄🥄,,서울 마포구 : 대흥,🍚한식,"육회비빔밥, 회",서울 마포구,대흥
포그,2024-12-06,https://place.map.kakao.com/1317622013,🥄🥄🥄🥄,,서울 마포구 : 대흥,"🍕피자, 🍝양식",피자,서울 마포구,대흥
포케올데이 홍대점,2024-12-06,https://place.map.kakao.com/1279060792,🥄🥄🥄,,서울 마포구 : 홍대,🥗샐러드,포케,서울 마포구,홍대
명량핫도그 대흥역점,2024-12-05,https://place.map.kakao.com/1961550147,🥄,,서울 마포구 : 대흥,🍙분식,핫도그,서울 마포구,대흥
밀플랜비 서강대점,2024-12-04,https://place.map.kakao.com/960971083,🥄,,서울 마포구 : 대흥,"🌮멕시칸, 🍔패스트푸드",브리또,서울 마포구,대흥
한솥도시락 이대역점,2024-12-04,https://place.map.kakao.com/18248679,🥄🥄,,서울 서대문구 : 이대,🍚한식,도시락,서울 서대문구,이대
개성손만두 마포점,2025-02-05,https://place.map.kakao.com/167873776,🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,만두국,서울 마포구,신촌/대흥
세끼김밥,2024-12-03,https://place.map.kakao.com/742902254,🥄🥄🥄,,서울 마포구 : 대흥,🍚한식,김밥,서울 마포구,대흥
태광식당,2024-12-02,https://place.map.kakao.com/27233428,🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,백반,서울 마포구,신촌/대흥
오토김밥 마곡점,2024-12-02,https://place.map.kakao.com/1184366929,🥄🥄🥄🥄,,서울 강서구 : 마곡,🍚한식,김밥,서울 강서구,마곡
샤브로21 대흥역,2025-02-10,https://place.map.kakao.com/127867629,🥄🥄,,서울 마포구 : 대흥,🍚한식,샤브,서울 마포구,대흥
페리카나 공덕역점,2025-02-10,https://place.map.kakao.com/10891505,🥄,,서울 마포구 : 공덕,🍗치킨,치킨,서울 마포구,공덕
명랑핫도그 아현역점,2025-02-10,https://place.map.kakao.com/863548410,🥄,,서울 서대문구 : 아현,🍙분식,"떡볶이, 핫도그",서울 서대문구,아현
꼰대상회,2025-02-11,https://place.map.kakao.com/147318488,🥄🥄,,서울 마포구 : 대흥,🍚한식,해장국,서울 마포구,대흥
포엔띠우,2025-02-11,https://place.map.kakao.com/1853354235,🥄🥄🥄,,서울 마포구 : 대흥,🧆베트남음식,쌀국수,서울 마포구,대흥
홍두깨칼국수,2025-02-12,https://place.map.kakao.com/1140258830,🥄🥄🥄,,서울 마포구 : 신촌,🍚한식,칼국수,서울 마포구,신촌
한창희천하일면,2025-02-04,https://place.map.kakao.com/670226941,🥄🥄🥄🥄,,서울 마포구 : 대흥,"🍚한식, 🍣일식",고기국수,서울 마포구,대흥
프랭크버거 서강대점,2025-02-13,https://place.map.kakao.com/834184731,🥄🥄,,서울 마포구 : 신촌/대흥,🍔패스트푸드,햄버거,서울 마포구,신촌/대흥
청원모밀,2025-02-14,https://place.map.kakao.com/815915586,🥄🥄🥄,,광주 광산구 : 첨단,"🍚한식, 🍣일식","돈까스, 모밀",광주 광산구,첨단
1984 술마시는작업실 첨단점,2025-02-14,https://place.map.kakao.com/1292029176,🥄🥄,,광주 광산구 : 첨단,🍺술집,"술집, 피자",광주 광산구,첨단
탕화쿵푸마라탕 첨단점,2025-02-15,https://place.map.kakao.com/297521021,🥄🥄,,광주 광산구 : 첨단,🍜중식,마라탕,광주 광산구,첨단
신촌수제비,2024-11-19,https://place.map.kakao.com/12502450,🥄🥄🥄,,서울 서대문구 : 신촌,🍚한식,수제비,서울 서대문구,신촌
엄마애밥상,2024-10-29,https://place.map.kakao.com/980558746,🥄🥄,,서울 마포구 : 마포구청,🍚한식,"덮밥, 도시락",서울 마포구,마포구청
용싸키친,2024-11-20,https://place.map.kakao.com/15526292,🥄🥄,,서울 마포구 : 대흥,🍚한식,일본식주점,서울 마포구,대흥
교촌치킨 신수점,2024-11-20,https://place.map.kakao.com/19392082,🥄🥄,,서울 마포구 : 대흥,🍗치킨,치킨,서울 마포구,대흥
상상오리 홍대점,2024-11-22,https://place.map.kakao.com/174542888,🥄🥄,,서울 마포구 : 홍대,🍚한식,오리,서울 마포구,홍대
정든그릇,2024-11-21,https://place.map.kakao.com/1069804608,🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍣일식,"덮밥, 돈까스, 소바",서울 마포구,신촌/대흥
맘스터치 마포대흥역점,2024-11-24,https://place.map.kakao.com/1679593996,🥄🥄,,서울 마포구 : 대흥,🍔패스트푸드,햄버거,서울 마포구,대흥
톨,2024-11-25,https://place.map.kakao.com/18515034,🥄🥄🥄,,서울 마포구 : 신촌/대흥,"🍚한식, 🍣일식",마제소바,서울 마포구,신촌/대흥
솔솥 연남점,2024-11-25,https://place.map.kakao.com/1506623283,🥄🥄,,서울 마포구 : 홍대,🍚한식,솥밥,서울 마포구,홍대
샤브로21 대흥역,2024-11-26,https://place.map.kakao.com/127867629,🥄🥄,,서울 마포구 : 대흥,🍚한식,샤브,서울 마포구,대흥
엄마애밥상,2024-11-19,https://place.map.kakao.com/980558746,🥄🥄,,서울 마포구 : 마포구청,🍚한식,"덮밥, 도시락",서울 마포구,마포구청
써브웨이 서강대점,2024-10-28,https://place.map.kakao.com/223880589,🥄🥄,,서울 마포구 : 대흥,🥗샐러드,샌드위치,서울 마포구,대흥
포케올데이 공덕점,2024-11-27,https://place.map.kakao.com/1297162293,🥄🥄🥄,,서울 마포구 : 공덕,🥗샐러드,포케,서울 마포구,공덕
홍원,2024-11-28,https://place.map.kakao.com/13083730,🥄🥄,,서울 마포구 : 신촌/대흥,🍜중식,"짜장, 짬뽕, 탕수육",서울 마포구,신촌/대흥
샌디 빌리지,2024-11-28,https://place.map.kakao.com/326057387,🥄🥄🥄🥄,,서울 마포구 : 상수,🥗샐러드,"샌드위치, 샐러드",서울 마포구,상수
한솥도시락 서강대점,2024-11-29,https://place.map.kakao.com/1584071787,🥄🥄,,서울 마포구 : 대흥,🍚한식,도시락,서울 마포구,대흥
몽주방,2024-11-29,https://place.map.kakao.com/581963667,🥄🥄🥄🥄,,서울 서대문구 : 신촌,🍺술집,안주,서울 서대문구,신촌
봉구스밥버거 서강대점,2024-11-30,https://place.map.kakao.com/169029905,🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,밥버거,서울 마포구,신촌/대흥
샨샨,2025-02-17,https://place.map.kakao.com/1231701730,🥄🥄🥄🥄,,서울 마포구 : 대흥,🍜중식,"자장면, 짬뽕",서울 마포구,대흥
녹기전에,2025-02-17,https://place.map.kakao.com/712881606,🥄🥄🥄🥄,,서울 마포구 : 대흥,☕카페,아이스크림,서울 마포구,대흥
또보겠지떡볶이집 스마일보이점,2025-02-17,https://place.map.kakao.com/524094409,🥄🥄🥄🥄,,서울 마포구 : 홍대,🍙분식,떡볶이,서울 마포구,홍대
KFC 신촌역점,2025-02-18,https://place.map.kakao.com/692703127,🥄🥄,,서울 서대문구 : 신촌,🍔패스트푸드,햄버거,서울 서대문구,신촌
앨리케이커,2025-02-19,https://place.map.kakao.com/1571969111,🥄🥄🥄🥄,,서울 강서구 : 마곡,☕카페,케이크,서울 강서구,마곡
로운 신촌본점,2025-02-19,https://map.kakao.com/,🥄🥄,,서울 마포구 : 신촌,"🍚한식, 🍽️뷔페",샤브샤브,서울 마포구,신촌
아웃닭 신촌역점,2025-02-19,https://place.map.kakao.com/27341509,🥄🥄🥄,,서울 서대문구 : 신촌,🍗치킨,치킨,서울 서대문구,신촌
봉구스밥버거 서강대점,2025-02-20,https://place.map.kakao.com/169029905,🥄,,서울 마포구 : 신촌/대흥,🍚한식,밥버거,서울 마포구,신촌/대흥
커츠,2025-02-21,https://place.map.kakao.com/919165564,🥄🥄🥄🥄🥄,,서울 마포구 : 대흥,🍣일식,돈까스,서울 마포구,대흥
유닭스토리 닭한마리 신촌점,2025-02-21,https://place.map.kakao.com/20012019,🥄🥄🥄,,서울 서대문구 : 신촌,🍚한식,닭한마리,서울 서대문구,신촌
스시지현,2025-02-22,https://place.map.kakao.com/1297596109,🥄🥄🥄🥄,,서울 마포구 : 연남,🍣일식,초밥,서울 마포구,연남
브라운시티 로스팅랩,2025-02-22,https://place.map.kakao.com/327828139,🥄🥄🥄,,"서울 마포구 : 홍대,연남",☕카페,"카페, 커피",서울 마포구,"연남, 홍대"
마늘집,2025-02-24,https://place.map.kakao.com/1301732319,🥄🥄🥄🥄,,서울 마포구 : 합정,🍚한식,"닭볶음탕, 닭한마리",서울 마포구,합정
카페메틀,2025-02-24,https://place.map.kakao.com/1633185698,🥄🥄🥄🥄,,서울 마포구 : 합정,☕카페,카페,서울 마포구,합정
롤앤롤 김밥,2025-02-25,https://place.map.kakao.com/1581143656,🥄🥄🥄,,서울 마포구 : 대흥,🍚한식,김밥,서울 마포구,대흥
명랑핫도그 아현역점,2025-02-25,https://place.map.kakao.com/863548410,🥄,,서울 서대문구 : 아현,🍙분식,"떡볶이, 핫도그",서울 서대문구,아현
한창희천하일면,2025-02-13,https://place.map.kakao.com/670226941,🥄🥄🥄🥄,,서울 마포구 : 대흥,"🍚한식, 🍣일식",고기국수,서울 마포구,대흥
경호네,2025-02-26,https://place.map.kakao.com/365481447,🥄🥄🥄🥄🥄,,서울 마포구 : 홍대,🍺술집,술집,서울 마포구,홍대
개성손만두 마포점,2025-02-27,https://place.map.kakao.com/167873776,🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,만두국,서울 마포구,신촌/대흥
더라멘워 더현대서울점,2025-02-27,https://place.map.kakao.com/1483503760,🥄🥄,,서울 영등포구 : 여의도,🍣일식,라멘,서울 영등포구,여의도
죠죠 더현대서울점,2025-02-27,https://place.map.kakao.com/420297065,🥄🥄,,서울 영등포구 : 여의도,🍣일식,오꼬노미야끼,서울 영등포구,여의도
데이릿 더현대서울,2025-02-27,https://place.map.kakao.com/871143674,🥄🥄🥄,,서울 영등포구 : 여의도,"🍚한식, 🍜중식, 🍣일식",,서울 영등포구,여의도
성수족발,2025-02-28,https://place.map.kakao.com/8416853,🥄🥄🥄🥄,,서울 성동구 : 성수,🍚한식,족발,서울 성동구,성수
무근본,2025-02-28,https://place.map.kakao.com/1167924540,🥄🥄🥄🥄🥄,,서울 성동구 : 성수,🍺술집,술집,서울 성동구,성수
마니마니톡톡,2025-02-24,https://place.map.kakao.com/1060711910,🥄🥄,,서울 마포구 : 대흥,"🍗치킨, 🍚한식","백반, 치킨",서울 마포구,대흥
피자스쿨 대흥역점,2025-02-20,https://place.map.kakao.com/25781457,🥄🥄,,서울 마포구 : 대흥,🍕피자,피자,서울 마포구,대흥
써브웨이 서강대점,2025-02-18,https://place.map.kakao.com/223880589,🥄🥄,,서울 마포구 : 대흥,🥗샐러드,샌드위치,서울 마포구,대흥
곤자가컨벤션,2025-03-04,https://place.map.kakao.com/8231583,🥄,,서울 마포구 : 대흥,"🍚한식, 🍽️뷔페",뷔페,서울 마포구,대흥
토리야 참피온,2025-03-05,https://place.map.kakao.com/2115062809,🥄🥄🥄🥄,,서울 마포구 : 합정,"🍣일식, 🍺술집","닭고기, 술집",서울 마포구,합정
밀플랜비 서강대점,2025-03-06,https://place.map.kakao.com/960971083,🥄,,서울 마포구 : 대흥,"🌮멕시칸, 🍔패스트푸드",브리또,서울 마포구,대흥
리정원 대흥점,2025-03-06,https://place.map.kakao.com/1448096292,🥄🥄🥄,,서울 마포구 : 대흥,🍚한식,"삼겹살, 찌개",서울 마포구,대흥
웰빙봉평메일마을,2025-03-07,https://place.map.kakao.com/662370482,🥄🥄🥄,,서울 마포구 : 대흥,🍚한식,막국수,서울 마포구,대흥
진미오향족발,2025-03-07,https://place.map.kakao.com/17736011,🥄🥄🥄🥄,,서울 서대문구 : 신촌,🍚한식,족발,서울 서대문구,신촌
오늘도빙수앤커피,2025-03-07,https://place.map.kakao.com/301037533,🥄🥄🥄🥄🥄,,서울 서대문구 : 신촌,☕카페,빙수,서울 서대문구,신촌
고드니,2025-03-08,https://place.map.kakao.com/700615587,🥄🥄🥄🥄🥄,,서울 강서구 : 마곡,☕카페,"카페, 휘낭시에",서울 강서구,마곡
정월,2025-03-08,https://place.map.kakao.com/131878421,🥄🥄🥄,,서울 마포구 : 대흥,🍜중식,"자장면, 짬뽕, 탕수육",서울 마포구,대흥
덮당,2025-03-08,https://place.map.kakao.com/791340802,🥄🥄🥄,,서울 마포구 : 대흥,🍚한식,덮밥,서울 마포구,대흥
타오마라탕 신촌점,2025-03-09,https://place.map.kakao.com/2027326489,🥄🥄🥄🥄🥄,,서울 서대문구 : 신촌,🍜중식,마라탕,서울 서대문구,신촌
파이브가이즈 서울역점,2025-03-09,https://place.map.kakao.com/614833390,🥄🥄🥄🥄,,서울 중구 : 서울역,🍔패스트푸드,햄버거,서울 중구,서울역
써브웨이 서강대점,2025-03-10,https://place.map.kakao.com/223880589,🥄🥄,,서울 마포구 : 대흥,🥗샐러드,샌드위치,서울 마포구,대흥
남매밥상,2025-03-11,https://place.map.kakao.com/929653827,🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,"고등어구이, 제육, 찌개",서울 마포구,신촌/대흥
수저가,2025-03-11,https://place.map.kakao.com/542808268,🥄🥄🥄,,서울 마포구 : 대흥,🍜중식,짬뽕,서울 마포구,대흥
한창희천하일면,2025-03-13,https://place.map.kakao.com/670226941,🥄🥄🥄🥄,,서울 마포구 : 대흥,"🍚한식, 🍣일식",고기국수,서울 마포구,대흥
한강서초순대국,2025-03-13,https://place.map.kakao.com/12044566,🥄🥄🥄🥄,,서울 마포구 : 대흥,🍚한식,국밥,서울 마포구,대흥
타코로코,2025-03-12,https://place.map.kakao.com/26524405,🥄🥄🥄,,서울 서대문구 : 타코,🌮멕시칸,타코,서울 서대문구,타코
광명대창집영등포집,2025-03-14,https://place.map.kakao.com/34150783,🥄🥄🥄🥄,,서울 영등포구 : 영등포,🥩고기,곱창,서울 영등포구,영등포
맥도날드 영등포점,2025-03-14,https://place.map.kakao.com/7861591,🥄,,서울 영등포구 : 영등포,🍔패스트푸드,햄버거,서울 영등포구,영등포
매주가,2025-03-15,https://place.map.kakao.com/1119011541,🥄🥄🥄🥄,,서울 송파구 : 송파,"🍚한식, 🍺술집",술집,서울 송파구,송파
오레노라멘 송파점,2025-03-16,https://place.map.kakao.com/1087614547,🥄🥄🥄🥄,,서울 송파구 : 송파,🍣일식,라멘,서울 송파구,송파
개성손만두 마포점,2025-03-18,https://place.map.kakao.com/167873776,🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,만두국,서울 마포구,신촌/대흥
KFC 신촌역점,2025-03-18,https://place.map.kakao.com/692703127,🥄🥄,,서울 서대문구 : 신촌,🍔패스트푸드,햄버거,서울 서대문구,신촌
곤자가컨벤션,2025-03-27,https://place.map.kakao.com/8231583,🥄,,서울 마포구 : 대흥,"🍚한식, 🍽️뷔페",뷔페,서울 마포구,대흥
마포곱창타운,2025-03-20,https://place.map.kakao.com/10341266,🥄🥄🥄🥄,,서울 마포구 : 홍대,🥩고기,곱창,서울 마포구,홍대
끼로끼로부엉이,2025-03-21,https://place.map.kakao.com/27383419,🥄🥄🥄🥄🥄,,서울 마포구 : 신촌,🥩고기,"돼지고기, 소고기",서울 마포구,신촌
유부로 더현대서울,2025-03-23,https://place.map.kakao.com/1357557435,🥄🥄,,서울 영등포구 : 여의도,🍚한식,유부초밥,서울 영등포구,여의도
남매밥상,2025-03-25,https://place.map.kakao.com/929653827,🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,"고등어구이, 제육, 찌개",서울 마포구,신촌/대흥
겐로쿠우동 홍대본점,2025-03-25,https://place.map.kakao.com/12437276,🥄🥄🥄🥄🥄,,"서울 마포구 : 상수,홍대",🍣일식,우동,서울 마포구,"상수, 홍대"
상상오리 홍대점,2025-03-26,https://place.map.kakao.com/174542888,🥄🥄,,서울 마포구 : 홍대,🍚한식,오리,서울 마포구,홍대
